,Year,Month,Departure station,Arrival station,Average travel time (min)
1590,2017,5.0,ARRAS,PARIS NORD,54.75
1591,2017,2.0,PARIS LYON,AVIGNON TGV,159.46728972
1592,2017,2.0,ITALIE,PARIS LYON,402.280392157
1593,2017,6.0,STRASBOURG,PARIS EST,115.428270042
1594,2017,6.0,PARIS LYON,AIX EN PROVENCE TGV,186.350318471
1595,2017,6.0,TOURS,PARIS MONTPARNASSE,75.06
1596,2017,6.0,STRASBOURG,NANTES,298.019230769
1597,2015,5.0,PARIS EST,STRASBOURG,141.392434988
1598,2015,7.0,PARIS MONTPARNASSE,BORDEAUX ST JEAN,213.847328244
1599,2015,7.0,PARIS MONTPARNASSE,TOULOUSE MATABIAU,334.90196078400004
1600,2015,6.0,PARIS EST,METZ,85.57357859529999
1601,2015,6.0,PARIS EST,NANCY,96.7881944444
1602,2015,6.0,NANCY,PARIS EST,95.787456446
1603,2015,6.0,PARIS LYON,BELLEGARDE (AIN),162.731759657
1604,2015,6.0,BELLEGARDE (AIN),PARIS LYON,163.70212766
1605,2015,6.0,TOULON,PARIS LYON,236.061728395
1606,2015,6.0,PARIS MONTPARNASSE,NANTES,141.91923775
1607,2015,6.0,GENEVE,PARIS LYON,171.876595745
1608,2015,5.0,LILLE,PARIS NORD,67.4392361111
1609,2015,5.0,TOURS,PARIS MONTPARNASSE,77.9974358974
1610,2015,5.0,NICE VILLE,PARIS LYON,339.84562212
1611,2015,5.0,PARIS LYON,GRENOBLE,198.483870968
1612,2015,5.0,DIJON VILLE,PARIS LYON,97.5304740406
1613,2015,5.0,TOULON,PARIS LYON,237.12593985
1614,2015,1.0,CHAMBERY CHALLES LES EAUX,PARIS LYON,182.088353414
1615,2015,1.0,PARIS MONTPARNASSE,ANGOULEME,155.835463259
1616,2015,1.0,PARIS MONTPARNASSE,TOULOUSE MATABIAU,329.51056338
1617,2015,1.0,PARIS MONTPARNASSE,LA ROCHELLE VILLE,190.114285714
1618,2015,1.0,PARIS MONTPARNASSE,LE MANS,56.7090464548
1619,2015,1.0,TOURS,PARIS MONTPARNASSE,76.62433862430001
1620,2015,1.0,LAUSANNE,PARIS LYON,180.524271845
1621,2018,1.0,PARIS NORD,DUNKERQUE,116.067164179
1622,2018,2.0,LILLE,PARIS NORD,64.1201413428
1623,2018,2.0,PARIS NORD,ARRAS,55.2101449275
1624,2018,2.0,NANTES,PARIS VAUGIRARD,143.054545455
1625,2018,2.0,PARIS LYON,VALENCE ALIXAN TGV,130.780068729
1626,2018,2.0,ZURICH,PARIS LYON,177.990123457
1627,2018,1.0,PARIS MONTPARNASSE,TOURS,72.2258064516
1628,2018,1.0,NANTES,PARIS MONTPARNASSE,128.582375479
1629,2018,6.0,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62.3631284916
1630,2018,6.0,RENNES,PARIS VAUGIRARD,111.166666667
1631,2018,6.0,TOURCOING,BORDEAUX ST JEAN,283.38709677400004
1632,2018,6.0,PARIS LYON,CHAMBERY CHALLES LES EAUX,183.791666667
1633,2018,4.0,NANCY,PARIS EST,93.6594827586
1634,2018,4.0,DUNKERQUE,PARIS NORD,116.474074074
1635,2018,4.0,PARIS VAUGIRARD,RENNES,122.0
1636,2018,4.0,LYON PART DIEU,MARSEILLE ST CHARLES,107.818941504
1637,2018,4.0,PARIS LYON,AIX EN PROVENCE TGV,187.09174311900003
1638,2018,5.0,VANNES,PARIS MONTPARNASSE,156.890052356
1639,2018,5.0,REIMS,PARIS EST,49.1919191919
1640,2018,5.0,LILLE,PARIS NORD,63.4913043478
1641,2018,5.0,GENEVE,PARIS LYON,180.406012658
1642,2018,5.0,ZURICH,PARIS LYON,176.56795977
1643,2018,1.0,LYON PART DIEU,MARNE LA VALLEE,109.003194888
1644,2018,1.0,LYON PART DIEU,PARIS LYON,120.551829268
1645,2018,2.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165.383419689
1646,2018,2.0,NANTES,STRASBOURG,303.0
1647,2018,1.0,PARIS LYON,ITALIE,394.040248227
1648,2018,3.0,PARIS MONTPARNASSE,ST MALO,154.94
1649,2018,3.0,PARIS MONTPARNASSE,TOULOUSE MATABIAU,257.48
1650,2019,3.0,ANNECY,PARIS LYON,229.125
1651,2019,4.0,MARNE LA VALLEE,MARSEILLE ST CHARLES,214.185483871
1652,2019,4.0,PARIS MONTPARNASSE,LE MANS,55.9817351598
1653,2019,4.0,LILLE,PARIS NORD,63.7823741007
1654,2019,4.0,BREST,PARIS MONTPARNASSE,226.789272031
1655,2019,4.0,LAVAL,PARIS MONTPARNASSE,85.6759259259
1656,2019,4.0,PARIS LYON,NIMES,176.90217391299998
1657,2019,4.0,PARIS EST,FRANCFORT,213.113125
1658,2019,5.0,ST MALO,PARIS MONTPARNASSE,158.195402299
1659,2019,6.0,PARIS MONTPARNASSE,BORDEAUX ST JEAN,151.697522816
1660,2019,6.0,NANTES,PARIS MONTPARNASSE,136.43071161
1661,2019,6.0,ST PIERRE DES CORPS,PARIS MONTPARNASSE,68.058968059
1662,2019,6.0,PARIS EST,METZ,85.8706624606
1663,2019,6.0,STRASBOURG,NANTES,294.724137931
1664,2019,6.0,ARRAS,PARIS NORD,50.9049180328
1665,2019,6.0,LILLE,LYON PART DIEU,190.6
1666,2019,5.0,AIX EN PROVENCE TGV,PARIS LYON,184.752525253
1667,2019,5.0,PARIS EST,FRANCFORT,192.297142857
1668,2015,6.0,POITIERS,PARIS MONTPARNASSE,108.330396476
1669,2015,6.0,VANNES,PARIS MONTPARNASSE,206.717573222
1670,2015,6.0,PARIS LYON,ITALIE,252.065934066
1671,2015,5.0,PARIS MONTPARNASSE,LA ROCHELLE VILLE,201.597883598
1672,2015,5.0,LILLE,LYON PART DIEU,193.298181818
1673,2015,5.0,LYON PART DIEU,MONTPELLIER,110.208806818
1674,2015,5.0,MARSEILLE ST CHARLES,LILLE,296.504587156
1675,2015,5.0,PARIS LYON,ITALIE,252.153409091
1676,2015,1.0,PARIS EST,STRASBOURG,141.681818182
1677,2015,1.0,PARIS MONTPARNASSE,RENNES,132.775590551
1678,2015,1.0,STRASBOURG,PARIS EST,142.087438424
1679,2018,2.0,AIX EN PROVENCE TGV,PARIS LYON,188.646067416
1680,2018,2.0,MARSEILLE ST CHARLES,TOURCOING,302.0
1681,2018,1.0,PARIS MONTPARNASSE,BREST,223.085714286
1682,2018,1.0,MONTPELLIER,LYON PART DIEU,112.293515358
1683,2018,1.0,PARIS LYON,LYON PART DIEU,119.521462639
1684,2018,2.0,PARIS LYON,NICE VILLE,349.770949721
1685,2018,2.0,MARSEILLE ST CHARLES,MARNE LA VALLEE,214.44802867400003
1686,2018,2.0,MONTPELLIER,PARIS LYON,206.785488959
1687,2018,1.0,MARSEILLE ST CHARLES,LILLE,307.064864865
1688,2018,1.0,POITIERS,PARIS MONTPARNASSE,94.2457264957
1689,2018,1.0,NANCY,PARIS EST,93.1475409836
1690,2018,2.0,PARIS LYON,LAUSANNE,223.740123457
1691,2018,6.0,PARIS MONTPARNASSE,LE MANS,54.6773333333
1692,2018,6.0,PARIS MONTPARNASSE,TOURS,72.3567251462
1693,2018,6.0,PARIS EST,STRASBOURG,112.006726457
1694,2018,6.0,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.1414141414
1695,2018,3.0,NANCY,PARIS EST,93.1326530612
1696,2018,3.0,PARIS EST,STRASBOURG,111.839323467
1697,2018,3.0,STRASBOURG,NANTES,287.161290323
1698,2018,3.0,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.375
1699,2018,2.0,RENNES,PARIS MONTPARNASSE,98.8944444444
1700,2018,2.0,LE MANS,PARIS MONTPARNASSE,56.3268156425
1701,2018,2.0,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257.751515152
1702,2018,2.0,ST MALO,PARIS MONTPARNASSE,159.195121951
1703,2018,5.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.931147541
1704,2018,5.0,PARIS NORD,ARRAS,49.1394230769
1705,2018,5.0,DUNKERQUE,PARIS NORD,117.019230769
1706,2018,5.0,MONTPELLIER,LYON PART DIEU,112.552884615
1707,2018,5.0,MARSEILLE ST CHARLES,MADRID,202.433333333
1708,2018,4.0,DOUAI,PARIS NORD,77.756097561
1709,2018,4.0,BELLEGARDE (AIN),PARIS LYON,163.226027397
1710,2018,4.0,LYON PART DIEU,PARIS LYON,120.630434783
1711,2018,4.0,MARSEILLE ST CHARLES,LYON PART DIEU,106.517906336
1712,2018,4.0,MONTPELLIER,PARIS LYON,207.554744526
1713,2018,4.0,NICE VILLE,PARIS LYON,345.893081761
1714,2019,5.0,PARIS MONTPARNASSE,ST MALO,156.21
1715,2019,5.0,NANCY,PARIS EST,96.4845360825
1716,2019,6.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.63356974
1717,2019,6.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,169.875
1718,2019,6.0,PARIS LYON,BESANCON FRANCHE COMTE TGV,129.241935484
1719,2019,5.0,PARIS LYON,TOULON,242.089108911
1720,2019,5.0,PARIS LYON,ITALIE,425.62903225800005
1721,2019,5.0,MARSEILLE ST CHARLES,TOURCOING,303.0
1722,2019,5.0,MADRID,MARSEILLE ST CHARLES,191.838709677
1723,2015,3.0,PARIS EST,NANCY,96.84745762709998
1724,2015,3.0,ST MALO,PARIS MONTPARNASSE,193.588235294
1725,2015,3.0,TOURS,PARIS MONTPARNASSE,75.9757281553
1726,2017,12.0,PARIS LYON,MARSEILLE ST CHARLES,200.947252747
1727,2017,12.0,PARIS MONTPARNASSE,ANGOULEME,125.815899582
1728,2017,12.0,ANGOULEME,PARIS MONTPARNASSE,125.646090535
1729,2015,2.0,BELLEGARDE (AIN),PARIS LYON,163.472103004
1730,2015,2.0,PARIS MONTPARNASSE,POITIERS,106.408207343
1731,2015,2.0,ARRAS,PARIS NORD,57.8006430868
1732,2015,4.0,PARIS EST,STRASBOURG,142.192757009
1733,2015,4.0,PARIS LYON,AIX EN PROVENCE TGV,184.531674208
1734,2015,4.0,BREST,PARIS MONTPARNASSE,271.488687783
1735,2015,4.0,STUTTGART,PARIS EST,147.717948718
1736,2015,11.0,PARIS EST,REIMS,47.1961722488
1737,2015,11.0,BORDEAUX ST JEAN,PARIS MONTPARNASSE,209.41384615400003
1738,2015,11.0,PARIS MONTPARNASSE,QUIMPER,266.664864865
1739,2015,11.0,MARSEILLE ST CHARLES,LILLE,295.473684211
1740,2015,8.0,METZ,PARIS EST,86.9835766423
1741,2015,8.0,PARIS LYON,LYON PART DIEU,120.945192308
1742,2015,8.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,192.3
1743,2015,8.0,PARIS MONTPARNASSE,TOULOUSE MATABIAU,334.549342105
1744,2015,8.0,ZURICH,PARIS LYON,140.900552486
1745,2016,4.0,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.396226415
1746,2016,4.0,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.54
1747,2016,4.0,LE MANS,PARIS MONTPARNASSE,56.7679372197
1748,2016,4.0,PARIS NORD,LILLE,68.8788395904
1749,2016,4.0,MARSEILLE ST CHARLES,LYON PART DIEU,103.877862595
1750,2015,10.0,METZ,PARIS EST,86.9046822742
1751,2015,10.0,PARIS LYON,AVIGNON TGV,161.781190019
1752,2015,10.0,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,84.193627451
1753,2015,10.0,PARIS LYON,NIMES,178.137048193
1754,2017,10.0,VALENCE ALIXAN TGV,PARIS LYON,131.750865052
1755,2017,10.0,PARIS MONTPARNASSE,RENNES,99.589198036
1756,2017,10.0,PARIS NORD,LILLE,62.0974025974
1757,2015,9.0,PARIS EST,METZ,85.5
1758,2015,9.0,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,81.8725
1759,2015,9.0,PARIS MONTPARNASSE,TOULOUSE MATABIAU,328.696551724
1760,2015,9.0,MARSEILLE ST CHARLES,LYON PART DIEU,100.432188065
1761,2015,12.0,TOULON,PARIS LYON,237.011764706
1762,2015,12.0,VALENCE ALIXAN TGV,PARIS LYON,132.953667954
1763,2015,12.0,MONTPELLIER,LYON PART DIEU,110.402777778
1764,2015,12.0,NANTES,STRASBOURG,325.1
1765,2016,2.0,PARIS EST,STUTTGART,146.129464286
1766,2016,2.0,GENEVE,PARIS LYON,172.076923077
1767,2016,2.0,PARIS LYON,LAUSANNE,178.23529411799998
1768,2016,3.0,NANCY,PARIS EST,93.0580985915
1769,2016,3.0,PERPIGNAN,PARIS LYON,309.475694444
1770,2016,3.0,PARIS LYON,VALENCE ALIXAN TGV,130.852430556
1771,2016,3.0,PARIS MONTPARNASSE,TOURS,74.9450549451
1772,2016,8.0,ANNECY,PARIS LYON,226.806569343
1773,2016,8.0,PERPIGNAN,PARIS LYON,307.738693467
1774,2016,1.0,GRENOBLE,PARIS LYON,182.456221198
1775,2016,1.0,PARIS MONTPARNASSE,BREST,268.747340426
1776,2016,1.0,PARIS MONTPARNASSE,LAVAL,96.485645933
1777,2016,1.0,PARIS LYON,GENEVE,171.726600985
1778,2016,8.0,FRANCFORT,PARIS EST,104.666666667
1779,2017,7.0,NICE VILLE,PARIS LYON,340.556338028
1780,2017,7.0,POITIERS,PARIS MONTPARNASSE,93.1425178147
1781,2017,7.0,LYON PART DIEU,MONTPELLIER,111.110144928
1782,2017,7.0,STUTTGART,PARIS EST,148.41216216200002
1783,2016,11.0,PARIS LYON,DIJON VILLE,96.2651162791
1784,2016,11.0,LYON PART DIEU,PARIS LYON,121.725083056
1785,2016,11.0,PARIS LYON,MONTPELLIER,207.95979021
1786,2017,11.0,PARIS LYON,ANNECY,223.880208333
1787,2017,11.0,MARSEILLE ST CHARLES,PARIS LYON,197.132867133
1788,2017,11.0,PARIS MONTPARNASSE,ANGOULEME,125.839721254
1789,2017,11.0,LAUSANNE,PARIS LYON,224.511666667
1790,2016,7.0,NANCY,PARIS EST,93.067264574
1791,2016,7.0,PARIS LYON,NIMES,175.403350515
1792,2016,7.0,LAVAL,PARIS MONTPARNASSE,109.405405405
1793,2016,7.0,QUIMPER,PARIS MONTPARNASSE,284.010683761
1794,2016,7.0,PARIS NORD,DOUAI,69.5878787879
1795,2016,7.0,GENEVE,PARIS LYON,171.5234375
1796,2016,5.0,PARIS LYON,MARSEILLE ST CHARLES,203.984234234
1797,2016,5.0,LE MANS,PARIS MONTPARNASSE,62.6618303571
1798,2016,5.0,ARRAS,PARIS NORD,51.306709265200006
1799,2016,5.0,MARSEILLE ST CHARLES,LILLE,302.971563981
1800,2016,5.0,PARIS EST,FRANCFORT,100.217687075
1801,2016,5.0,LAUSANNE,PARIS LYON,180.639344262
1802,2016,12.0,PARIS LYON,LYON PART DIEU,120.070957096
1803,2016,12.0,MULHOUSE VILLE,PARIS LYON,168.49378882
1804,2016,12.0,NIMES,PARIS LYON,176.59237536700002
1805,2016,12.0,LAVAL,PARIS MONTPARNASSE,102.832653061
1806,2016,12.0,RENNES,LYON PART DIEU,259.74
1807,2016,12.0,ZURICH,PARIS LYON,176.204166667
1808,2016,6.0,PARIS LYON,BELLEGARDE (AIN),163.026946108
1809,2016,6.0,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.1282722513
1810,2016,6.0,MULHOUSE VILLE,PARIS LYON,168.262357414
1811,2016,6.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,201.619565217
1812,2016,6.0,NANTES,PARIS MONTPARNASSE,147.89737991299998
1813,2016,6.0,DOUAI,PARIS NORD,76.972826087
1814,2016,6.0,LYON PART DIEU,LILLE,190.929515419
1815,2016,6.0,STRASBOURG,NANTES,344.469387755
1816,2016,10.0,PARIS LYON,AVIGNON TGV,161.286637931
1817,2016,10.0,PARIS LYON,MONTPELLIER,207.245733788
1818,2016,10.0,LE MANS,PARIS MONTPARNASSE,63.5389755011
1819,2016,10.0,VANNES,PARIS MONTPARNASSE,209.52678571400003
1820,2016,10.0,LYON PART DIEU,LILLE,187.31027668
1821,2017,8.0,PARIS EST,REIMS,48.171945701400006
1822,2017,8.0,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.524064171
1823,2017,8.0,PARIS LYON,LYON PART DIEU,120.653631285
1824,2017,8.0,PARIS MONTPARNASSE,RENNES,98.9455184534
1825,2017,8.0,NANTES,STRASBOURG,301.224489796
1826,2017,8.0,PARIS LYON,GENEVE,190.541032609
1827,2017,5.0,GRENOBLE,PARIS LYON,182.415178571
1828,2017,5.0,MARSEILLE ST CHARLES,PARIS LYON,201.543942993
1829,2017,5.0,PARIS LYON,TOULON,234.61423221
1830,2017,5.0,ST MALO,PARIS MONTPARNASSE,195.75862069
1831,2017,5.0,PARIS NORD,DOUAI,66.4102564103
1832,2017,5.0,PARIS NORD,DUNKERQUE,118.225680934
1833,2017,5.0,FRANCFORT,PARIS EST,204.903614458
1834,2017,3.0,PARIS MONTPARNASSE,TOULOUSE MATABIAU,331.975757576
1835,2017,3.0,ITALIE,PARIS LYON,435.402298851
1836,2016,9.0,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.085858586
1837,2016,9.0,LYON PART DIEU,MONTPELLIER,112.548192771
1838,2017,4.0,PARIS EST,FRANCFORT,178.660493827
1839,2017,1.0,CHAMBERY CHALLES LES EAUX,PARIS LYON,183.951672862
1840,2017,1.0,ITALIE,PARIS LYON,289.340659341
1841,2017,1.0,MONTPELLIER,LYON PART DIEU,111.713414634
1842,2017,2.0,STRASBOURG,PARIS EST,112.88248337
1843,2017,2.0,GRENOBLE,PARIS LYON,182.375
1844,2017,2.0,PARIS LYON,LYON PART DIEU,119.762886598
1845,2017,2.0,PARIS LYON,MONTPELLIER,207.690298507
1846,2017,2.0,BORDEAUX ST JEAN,PARIS MONTPARNASSE,205.603076923
1847,2017,2.0,ST MALO,PARIS MONTPARNASSE,191.217391304
1848,2017,6.0,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.0279069767
1849,2017,9.0,NANCY,PARIS EST,94.0140350877
1850,2017,9.0,PARIS LYON,DIJON VILLE,95.6812227074
1851,2017,9.0,TOULON,PARIS LYON,236.47766323
1852,2017,9.0,LILLE,PARIS NORD,63.2742474916
1853,2017,9.0,LILLE,LYON PART DIEU,190.646387833
1854,2015,7.0,PARIS LYON,DIJON VILLE,96.0663716814
1855,2015,7.0,PARIS MONTPARNASSE,BREST,271.116071429
1856,2015,7.0,BREST,PARIS MONTPARNASSE,271.61
1857,2015,7.0,PARIS MONTPARNASSE,NANTES,139.616533865
1858,2015,7.0,NANTES,PARIS MONTPARNASSE,137.688299817
1859,2015,6.0,REIMS,PARIS EST,48.9658536585
1860,2015,6.0,MARSEILLE ST CHARLES,PARIS LYON,197.910344828
1861,2015,6.0,PARIS MONTPARNASSE,ST MALO,189.3125
1862,2015,6.0,DUNKERQUE,PARIS NORD,125.78125
1863,2015,6.0,ITALIE,PARIS LYON,253.38372093
1864,2015,5.0,PARIS LYON,MACON LOCHE,95.578125
1865,2015,5.0,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.33636363600002
1866,2015,5.0,ST PIERRE DES CORPS,PARIS MONTPARNASSE,65.5638297872
1867,2015,5.0,NANTES,STRASBOURG,325.830357143
1868,2015,1.0,PARIS LYON,MULHOUSE VILLE,166.732283465
1869,2015,1.0,DOUAI,PARIS NORD,81.63684210529999
1870,2015,1.0,PARIS MONTPARNASSE,QUIMPER,273.223602484
1871,2015,1.0,GENEVE,PARIS LYON,173.051612903
1872,2018,2.0,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.366568915
1873,2018,2.0,PARIS MONTPARNASSE,POITIERS,93.6704288939
1874,2018,2.0,PARIS MONTPARNASSE,ANGOULEME,126.507317073
1875,2018,2.0,PARIS MONTPARNASSE,TOURS,72.22641509430001
1876,2018,6.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.3848396501
1877,2018,6.0,PARIS MONTPARNASSE,BREST,220.504672897
1878,2018,6.0,PARIS MONTPARNASSE,TOULOUSE MATABIAU,259.324675325
1879,2018,6.0,METZ,PARIS EST,85.4615384615
1880,2018,6.0,PARIS VAUGIRARD,BORDEAUX ST JEAN,165.172413793
1881,2018,6.0,GRENOBLE,PARIS LYON,183.032085561
1882,2018,6.0,MARSEILLE ST CHARLES,PARIS LYON,202.024449878
1883,2018,6.0,GENEVE,PARIS LYON,180.186416185
1884,2018,6.0,PARIS LYON,ZURICH,179.52880952400002
1885,2018,6.0,BARCELONA,PARIS LYON,300.905113636
1886,2018,5.0,ANGOULEME,PARIS MONTPARNASSE,126.164893617
1887,2018,5.0,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140.89527027
1888,2018,5.0,BORDEAUX ST JEAN,TOURCOING,300.285714286
1889,2018,5.0,PARIS VAUGIRARD,BORDEAUX ST JEAN,165.272727273
1890,2018,1.0,PARIS MONTPARNASSE,LAVAL,84.00921658989999
1891,2018,1.0,LYON PART DIEU,RENNES,232.697674419
1892,2018,1.0,PARIS MONTPARNASSE,LA ROCHELLE VILLE,166.066371681
1893,2018,1.0,PARIS MONTPARNASSE,ANGOULEME,126.195744681
1894,2018,2.0,PARIS NORD,LILLE,68.2509025271
1895,2018,2.0,STRASBOURG,NANTES,287.0
1896,2018,1.0,REIMS,PARIS EST,46.1004366812
1897,2018,3.0,QUIMPER,PARIS MONTPARNASSE,223.043137255
1898,2018,3.0,PARIS LYON,DIJON VILLE,98.4375
1899,2018,3.0,MARSEILLE ST CHARLES,PARIS LYON,202.226950355
1900,2018,3.0,PARIS LYON,TOULON,239.165919283
1901,2018,4.0,LE MANS,PARIS MONTPARNASSE,56.1337792642
1902,2018,4.0,PARIS MONTPARNASSE,LAVAL,84.2222222222
1903,2018,4.0,PARIS MONTPARNASSE,VANNES,153.401197605
1904,2018,4.0,REIMS,PARIS EST,46.45882352939999
1905,2018,4.0,MACON LOCHE,PARIS LYON,100.02484472
1906,2018,4.0,MARSEILLE ST CHARLES,PARIS LYON,202.278637771
1907,2018,4.0,PARIS LYON,ZURICH,242.632343234
1908,2018,7.0,RENNES,LYON PART DIEU,234.236842105
1909,2018,7.0,RENNES,PARIS VAUGIRARD,116.0
1910,2018,8.0,ARRAS,PARIS NORD,51.20930232560001
1911,2018,8.0,PARIS EST,NANCY,95.3929824561
1912,2018,8.0,CHAMBERY CHALLES LES EAUX,PARIS LYON,189.649746193
1913,2018,8.0,PARIS LYON,MARSEILLE ST CHARLES,198.169642857
1914,2019,2.0,TOULOUSE MATABIAU,PARIS MONTPARNASSE,261.065868263
1915,2019,2.0,PARIS EST,NANCY,95.6580882353
1916,2019,2.0,TOURS,PARIS MONTPARNASSE,75.1337209302
1917,2019,2.0,LYON PART DIEU,MARSEILLE ST CHARLES,109.300884956
1918,2019,2.0,NIMES,PARIS LYON,176.33212996400002
1919,2015,2.0,PARIS LYON,CHAMBERY CHALLES LES EAUX,181.580275229
1920,2015,2.0,LYON PART DIEU,PARIS LYON,120.431304348
1921,2015,2.0,RENNES,PARIS MONTPARNASSE,135.324427481
1922,2015,2.0,MARSEILLE ST CHARLES,LILLE,298.14432989700003
1923,2015,2.0,STUTTGART,PARIS EST,147.872641509
1924,2015,2.0,PARIS LYON,ITALIE,259.449541284
1925,2015,3.0,PARIS EST,METZ,85.46180555560001
1926,2015,3.0,STRASBOURG,PARIS EST,142.549578059
1927,2015,3.0,PARIS LYON,GRENOBLE,200.62616822400005
1928,2015,3.0,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,170.455882353
1929,2015,3.0,LILLE,PARIS NORD,67.70881863560001
1930,2015,3.0,LYON PART DIEU,MONTPELLIER,110.626420455
1931,2015,4.0,METZ,PARIS EST,85.4963235294
1932,2015,4.0,PARIS LYON,MARSEILLE ST CHARLES,199.399103139
1933,2015,4.0,ANGERS SAINT LAUD,PARIS MONTPARNASSE,100.684326711
1934,2015,4.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,197.630841121
1935,2015,4.0,PARIS EST,STUTTGART,146.129464286
1936,2017,11.0,PARIS LYON,BELLEGARDE (AIN),163.27717391299998
1937,2017,11.0,GRENOBLE,PARIS LYON,182.421487603
1938,2017,11.0,ANGOULEME,PARIS MONTPARNASSE,124.835125448
1939,2017,11.0,MONTPELLIER,LYON PART DIEU,111.731629393
1940,2017,11.0,STRASBOURG,NANTES,286.947368421
1941,2016,12.0,PARIS LYON,TOULON,234.114624506
1942,2016,12.0,PARIS EST,FRANCFORT,127.275
1943,2016,10.0,LYON PART DIEU,PARIS LYON,121.488924051
1944,2016,10.0,ST MALO,PARIS MONTPARNASSE,202.465346535
1945,2016,10.0,TOULOUSE MATABIAU,PARIS MONTPARNASSE,340.60909090900003
1946,2016,9.0,PARIS LYON,MACON LOCHE,98.0153846154
1947,2016,9.0,PARIS MONTPARNASSE,ANGOULEME,158.95625
1948,2016,9.0,BREST,PARIS MONTPARNASSE,273.011111111
1949,2016,9.0,TOULOUSE MATABIAU,PARIS MONTPARNASSE,337.067073171
1950,2016,9.0,PARIS EST,FRANCFORT,102.269565217
1951,2017,3.0,PARIS EST,REIMS,46.9128440367
1952,2017,3.0,BELLEGARDE (AIN),PARIS LYON,162.279835391
1953,2017,3.0,CHAMBERY CHALLES LES EAUX,PARIS LYON,183.699570815
1954,2017,3.0,PARIS LYON,PERPIGNAN,306.930555556
1955,2017,3.0,LAVAL,PARIS MONTPARNASSE,101.97983871
1956,2017,4.0,NANCY,PARIS EST,93.8639705882
1957,2017,4.0,PARIS LYON,AVIGNON TGV,159.273305085
1958,2017,4.0,BESANCON FRANCHE COMTE TGV,PARIS LYON,132.98305084700002
1959,2017,4.0,PARIS LYON,PERPIGNAN,307.654761905
1960,2017,4.0,PERPIGNAN,PARIS LYON,302.355263158
1961,2017,4.0,PARIS MONTPARNASSE,LE MANS,60.4818401937
1962,2017,4.0,ST PIERRE DES CORPS,PARIS MONTPARNASSE,67.72164948449999
1963,2017,4.0,MONTPELLIER,LYON PART DIEU,112.504702194
1964,2017,4.0,LAUSANNE,PARIS LYON,220.611111111
1965,2017,4.0,ZURICH,PARIS LYON,253.142857143
1966,2017,10.0,METZ,PARIS EST,85.7524429967
1967,2017,10.0,PARIS MONTPARNASSE,BORDEAUX ST JEAN,146.53194103200002
1968,2017,10.0,LAUSANNE,PARIS LYON,220.693544601
1969,2016,11.0,GRENOBLE,PARIS LYON,184.485169492
1970,2016,11.0,MACON LOCHE,PARIS LYON,100.840375587
1971,2016,11.0,PARIS LYON,PERPIGNAN,311.891812865
1972,2016,11.0,POITIERS,PARIS MONTPARNASSE,109.437238494
1973,2016,11.0,ST MALO,PARIS MONTPARNASSE,198.39393939400003
1974,2016,11.0,MARSEILLE ST CHARLES,LILLE,295.044334975
1975,2017,5.0,BELLEGARDE (AIN),PARIS LYON,162.683257919
1976,2017,5.0,PARIS LYON,LYON PART DIEU,119.719798658
1977,2017,5.0,PARIS MONTPARNASSE,ANGOULEME,159.72039473700002
1978,2017,5.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,197.368421053
1979,2017,5.0,MONTPELLIER,LYON PART DIEU,112.706484642
1980,2015,11.0,BESANCON FRANCHE COMTE TGV,PARIS LYON,130.873873874
1981,2015,11.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,193.866972477
1982,2015,11.0,PARIS NORD,LILLE,62.393220339
1983,2015,11.0,PARIS LYON,ITALIE,252.713483146
1984,2017,12.0,PARIS EST,METZ,85.0065359477
1985,2017,12.0,STRASBOURG,PARIS EST,112.047058824
1986,2017,12.0,PARIS LYON,ANNECY,224.887755102
1987,2017,12.0,PARIS MONTPARNASSE,BREST,220.888059701
1988,2017,12.0,LILLE,LYON PART DIEU,190.615120275
1989,2015,12.0,NIMES,PARIS LYON,176.900928793
