,Year,Month,Departure station,Arrival station,Average travel time (min)
4241,2017,4.0,BELLEGARDE (AIN),PARIS LYON,162.623430962
4242,2017,4.0,PARIS LYON,BESANCON FRANCHE COMTE TGV,129.204678363
4243,2017,4.0,VALENCE ALIXAN TGV,PARIS LYON,132.405405405
4244,2017,4.0,LE MANS,PARIS MONTPARNASSE,62.220689655200005
4245,2017,4.0,POITIERS,PARIS MONTPARNASSE,109.013605442
4246,2017,1.0,GRENOBLE,PARIS LYON,182.476987448
4247,2017,1.0,NANTES,STRASBOURG,331.631578947
4248,2017,1.0,PARIS MONTPARNASSE,POITIERS,103.832644628
4249,2017,2.0,PARIS EST,STRASBOURG,112.363636364
4250,2017,2.0,PARIS MONTPARNASSE,BREST,268.623762376
4251,2017,2.0,PARIS MONTPARNASSE,RENNES,130.795275591
4252,2017,2.0,ST PIERRE DES CORPS,PARIS MONTPARNASSE,63.1875
4253,2017,2.0,PARIS LYON,GENEVE,187.914716312
4254,2017,6.0,PARIS LYON,NIMES,176.90990991
4255,2017,6.0,PARIS MONTPARNASSE,LAVAL,96.2863247863
4256,2017,9.0,PARIS LYON,ANNECY,223.732984293
4257,2017,9.0,PARIS MONTPARNASSE,BREST,222.173333333
4258,2017,9.0,DUNKERQUE,PARIS NORD,118.216911765
4259,2015,1.0,PARIS LYON,AVIGNON TGV,159.76875
4260,2015,7.0,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.35572139299998
4261,2015,7.0,GRENOBLE,PARIS LYON,182.239010989
4262,2015,7.0,PARIS LYON,LYON PART DIEU,121.159514925
4263,2015,7.0,MARSEILLE ST CHARLES,LILLE,296.554545455
4264,2015,7.0,RENNES,LYON PART DIEU,260.285714286
4265,2015,7.0,ZURICH,PARIS LYON,140.897222222
4266,2015,6.0,AVIGNON TGV,PARIS LYON,161.571553229
4267,2015,6.0,DIJON VILLE,PARIS LYON,97.3826086957
4268,2015,6.0,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,79.714953271
4269,2015,6.0,PARIS LYON,NICE VILLE,337.53902439
4270,2015,5.0,REIMS,PARIS EST,47.3118811881
4271,2015,5.0,BELLEGARDE (AIN),PARIS LYON,164.753218884
4272,2015,5.0,GENEVE,PARIS LYON,172.976293103
4273,2015,1.0,NIMES,PARIS LYON,177.22773972599998
4274,2015,1.0,LYON PART DIEU,MONTPELLIER,110.268786127
4275,2018,6.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,166.706806283
4276,2018,6.0,PARIS MONTPARNASSE,VANNES,153.238317757
4277,2018,6.0,NICE VILLE,PARIS LYON,347.07253886
4278,2018,6.0,PARIS LYON,VALENCE ALIXAN TGV,131.370860927
4279,2018,5.0,NANTES,PARIS VAUGIRARD,142.2
4280,2018,5.0,PARIS LYON,BELLEGARDE (AIN),162.785234899
4281,2018,5.0,GRENOBLE,PARIS LYON,188.440993789
4282,2018,5.0,PARIS LYON,LAUSANNE,180.651697531
4283,2018,1.0,ANGOULEME,PARIS MONTPARNASSE,125.477443609
4284,2018,2.0,AVIGNON TGV,PARIS LYON,159.336842105
4285,2018,2.0,BORDEAUX ST JEAN,PARIS VAUGIRARD,144.327272727
4286,2018,1.0,PARIS MONTPARNASSE,ST MALO,156.37254902
4287,2018,1.0,TOURS,PARIS MONTPARNASSE,75.381443299
4288,2018,1.0,PARIS EST,NANCY,94.8040540541
4289,2018,1.0,NANTES,STRASBOURG,303.256410256
4290,2018,1.0,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.475247525
4291,2018,1.0,PARIS LYON,VALENCE ALIXAN TGV,130.792569659
4292,2018,1.0,BARCELONA,PARIS LYON,390.428571429
4293,2018,3.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.4789473684
4294,2018,3.0,ANGOULEME,PARIS MONTPARNASSE,125.819230769
4295,2018,3.0,LYON PART DIEU,RENNES,233.614583333
4296,2018,3.0,REIMS,PARIS EST,46.138888888900006
4297,2018,3.0,PARIS NORD,DOUAI,74.0731707317
4298,2018,3.0,NIMES,PARIS LYON,176.695522388
4299,2018,3.0,STUTTGART,PARIS EST,189.642170022
4300,2018,4.0,PARIS MONTPARNASSE,BORDEAUX ST JEAN,142.122772277
4301,2018,4.0,PARIS MONTPARNASSE,BREST,219.011904762
4302,2018,4.0,LYON PART DIEU,MONTPELLIER,112.55
4303,2018,7.0,PARIS MONTPARNASSE,BORDEAUX ST JEAN,149.40033222600002
4304,2018,7.0,MARSEILLE ST CHARLES,LILLE,304.532967033
4305,2018,7.0,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.9722222222
4306,2018,7.0,LYON PART DIEU,PARIS LYON,121.337711069
4307,2018,7.0,PARIS EST,REIMS,45.9769585253
4308,2018,7.0,TOULON,PARIS LYON,237.45325779
4309,2018,7.0,PARIS LYON,ZURICH,177.200799087
4310,2018,8.0,PARIS MONTPARNASSE,ST PIERRE DES CORPS,67.4719101124
4311,2018,8.0,PARIS MONTPARNASSE,LE MANS,59.691689008
4312,2018,8.0,LYON PART DIEU,LILLE,187.511363636
4313,2018,8.0,PARIS LYON,DIJON VILLE,96.6119047619
4314,2018,8.0,DIJON VILLE,PARIS LYON,99.5380952381
4315,2018,8.0,RENNES,PARIS VAUGIRARD,116.0
4316,2019,2.0,PARIS MONTPARNASSE,QUIMPER,221.108786611
4317,2019,2.0,STRASBOURG,NANTES,294.8
4318,2019,2.0,PARIS MONTPARNASSE,LE MANS,57.2880562061
4319,2015,2.0,PARIS LYON,ANNECY,222.496875
4320,2015,2.0,AVIGNON TGV,PARIS LYON,160.528599606
4321,2015,2.0,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,79.2834224599
4322,2015,2.0,VALENCE ALIXAN TGV,PARIS LYON,132.16666666700002
4323,2015,2.0,PARIS MONTPARNASSE,QUIMPER,273.531914894
4324,2015,2.0,FRANCFORT,PARIS EST,99.953125
4325,2015,3.0,DIJON VILLE,PARIS LYON,99.0583941606
4326,2015,3.0,PARIS MONTPARNASSE,LA ROCHELLE VILLE,195.315315315
4327,2015,3.0,DOUAI,PARIS NORD,83.6346153846
4328,2015,3.0,STRASBOURG,NANTES,322.024390244
4329,2015,3.0,PARIS LYON,ZURICH,143.473856209
4330,2015,4.0,PARIS MONTPARNASSE,LA ROCHELLE VILLE,197.144186047
4331,2015,4.0,PARIS MONTPARNASSE,LE MANS,55.5532879819
4332,2015,4.0,PARIS LYON,GENEVE,172.158333333
4333,2017,11.0,AVIGNON TGV,PARIS LYON,160.632768362
4334,2017,11.0,PARIS LYON,VALENCE ALIXAN TGV,133.166123779
4335,2017,11.0,PARIS MONTPARNASSE,NANTES,125.417142857
4336,2017,11.0,LILLE,PARIS NORD,63.259322033900006
4337,2017,11.0,PARIS EST,FRANCFORT,194.964705882
4338,2016,12.0,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.0247524752
4339,2016,12.0,LYON PART DIEU,PARIS LYON,120.650868878
4340,2016,12.0,MONTPELLIER,PARIS LYON,205.902941176
4341,2016,12.0,PARIS MONTPARNASSE,ANGOULEME,158.634674923
4342,2016,12.0,ARRAS,PARIS NORD,51.0128617363
4343,2016,12.0,PARIS NORD,DUNKERQUE,116.496
4344,2016,12.0,LYON PART DIEU,LILLE,187.112956811
4345,2016,12.0,PARIS LYON,GENEVE,186.014761905
4346,2016,12.0,PARIS LYON,LAUSANNE,191.112
4347,2016,10.0,PARIS LYON,ANNECY,222.947712418
4348,2016,10.0,BESANCON FRANCHE COMTE TGV,PARIS LYON,132.00785340299998
4349,2016,10.0,MACON LOCHE,PARIS LYON,100.525125628
4350,2016,10.0,PARIS LYON,MULHOUSE VILLE,168.050986842
4351,2016,10.0,PARIS MONTPARNASSE,VANNES,199.753488372
4352,2016,10.0,LILLE,MARSEILLE ST CHARLES,298.471153846
4353,2016,9.0,AVIGNON TGV,PARIS LYON,162.760752688
4354,2016,9.0,PARIS LYON,NIMES,177.136206897
4355,2016,9.0,MONTPELLIER,LYON PART DIEU,111.180511182
4356,2017,3.0,PARIS EST,NANCY,95.2006688963
4357,2017,3.0,MACON LOCHE,PARIS LYON,99.3140096618
4358,2017,3.0,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.403846154
4359,2017,3.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,96.4565701559
4360,2017,3.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,196.160714286
4361,2017,3.0,TOULOUSE MATABIAU,PARIS MONTPARNASSE,337.310344828
4362,2017,3.0,MARSEILLE ST CHARLES,LILLE,300.566666667
4363,2017,4.0,PARIS LYON,DIJON VILLE,97.7156862745
4364,2017,4.0,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.054545455
4365,2017,4.0,MARSEILLE ST CHARLES,LILLE,300.098837209
4366,2017,4.0,RENNES,LYON PART DIEU,259.736842105
4367,2017,10.0,PARIS EST,REIMS,46.7834101382
4368,2017,10.0,PARIS EST,STRASBOURG,112.447524752
4369,2017,10.0,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.55384615399998
4370,2017,10.0,PARIS LYON,CHAMBERY CHALLES LES EAUX,178.790575916
4371,2017,10.0,MARSEILLE ST CHARLES,PARIS LYON,197.18510158
4372,2017,10.0,PARIS LYON,PERPIGNAN,308.164893617
4373,2017,10.0,BREST,PARIS MONTPARNASSE,226.68683274
4374,2017,10.0,ZURICH,PARIS LYON,238.298545861
4375,2016,11.0,PARIS LYON,AIX EN PROVENCE TGV,182.552688172
4376,2016,11.0,PARIS LYON,CHAMBERY CHALLES LES EAUX,178.949152542
4377,2016,11.0,PARIS MONTPARNASSE,POITIERS,108.904665314
4378,2016,11.0,ST PIERRE DES CORPS,PARIS MONTPARNASSE,68.5727923628
4379,2016,11.0,PARIS LYON,ZURICH,141.98245614
4380,2017,5.0,PARIS LYON,MACON LOCHE,95.776119403
4381,2017,5.0,MONTPELLIER,PARIS LYON,206.002923977
4382,2017,5.0,MARSEILLE ST CHARLES,LILLE,299.81656804700003
4383,2015,11.0,CHAMBERY CHALLES LES EAUX,PARIS LYON,182.139175258
4384,2015,11.0,ANGERS SAINT LAUD,PARIS MONTPARNASSE,96.9028697572
4385,2015,11.0,POITIERS,PARIS MONTPARNASSE,104.796257796
4386,2015,11.0,PARIS MONTPARNASSE,ST PIERRE DES CORPS,62.1193693694
4387,2015,11.0,TOURS,PARIS MONTPARNASSE,75.158974359
4388,2015,11.0,PARIS NORD,ARRAS,49.1649484536
4389,2015,11.0,LYON PART DIEU,LILLE,187.582089552
4390,2015,11.0,NANTES,STRASBOURG,324.975609756
4391,2017,12.0,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,168.31034482799998
4392,2017,12.0,PARIS MONTPARNASSE,VANNES,151.848837209
4393,2017,12.0,LYON PART DIEU,MARSEILLE ST CHARLES,106.089719626
4394,2017,12.0,RENNES,LYON PART DIEU,233.229357798
4395,2015,12.0,PARIS LYON,MACON LOCHE,96.896713615
4396,2015,12.0,MARSEILLE ST CHARLES,PARIS LYON,198.147727273
4397,2015,12.0,PARIS MONTPARNASSE,LE MANS,55.5915178571
4398,2015,12.0,RENNES,PARIS MONTPARNASSE,133.456790123
4399,2015,8.0,NANCY,PARIS EST,96.0018050542
4400,2015,8.0,PARIS EST,STRASBOURG,143.510309278
4401,2015,8.0,PARIS LYON,AVIGNON TGV,160.059306569
4402,2015,8.0,CHAMBERY CHALLES LES EAUX,PARIS LYON,181.293939394
4403,2015,8.0,BORDEAUX ST JEAN,PARIS MONTPARNASSE,210.53617945
4404,2015,10.0,PARIS LYON,BELLEGARDE (AIN),162.813636364
4405,2015,10.0,TOULON,PARIS LYON,237.023584906
4406,2015,10.0,ST MALO,PARIS MONTPARNASSE,193.707070707
4407,2015,9.0,GRENOBLE,PARIS LYON,183.91991342
4408,2015,9.0,PARIS MONTPARNASSE,BORDEAUX ST JEAN,207.599681021
4409,2015,9.0,FRANCFORT,PARIS EST,99.9626865672
4410,2015,8.0,ITALIE,PARIS LYON,254.122222222
4411,2016,8.0,MARSEILLE ST CHARLES,PARIS LYON,197.698630137
4412,2016,8.0,MARSEILLE ST CHARLES,LILLE,295.554054054
4413,2016,8.0,LILLE,MARSEILLE ST CHARLES,299.21261682200003
4414,2016,2.0,PARIS EST,STRASBOURG,141.201219512
4415,2016,2.0,STRASBOURG,PARIS EST,143.079418345
4416,2016,2.0,PARIS LYON,LYON PART DIEU,119.930743243
4417,2016,2.0,PARIS LYON,MULHOUSE VILLE,167.184701493
4418,2016,2.0,MULHOUSE VILLE,PARIS LYON,167.47508305600002
4419,2016,2.0,PARIS MONTPARNASSE,ANGOULEME,157.191558442
4420,2016,2.0,PARIS MONTPARNASSE,LAVAL,96.725
4421,2016,2.0,LE MANS,PARIS MONTPARNASSE,56.9587378641
4422,2016,2.0,PARIS MONTPARNASSE,ST MALO,183.594736842
4423,2016,2.0,PARIS NORD,LILLE,69.1506849315
4424,2016,7.0,AVIGNON TGV,PARIS LYON,160.749611198
4425,2016,7.0,PARIS MONTPARNASSE,QUIMPER,267.045652174
4426,2016,7.0,PARIS LYON,GENEVE,172.54973822
4427,2016,7.0,PARIS LYON,ZURICH,141.92222222200002
4428,2016,6.0,AIX EN PROVENCE TGV,PARIS LYON,184.226388889
4429,2016,6.0,PARIS LYON,VALENCE ALIXAN TGV,131.361660079
4430,2016,6.0,VALENCE ALIXAN TGV,PARIS LYON,131.926886792
4431,2016,6.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,102.528423773
4432,2016,6.0,GENEVE,PARIS LYON,170.02849740899998
4433,2016,5.0,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.278409091
4434,2016,5.0,BORDEAUX ST JEAN,PARIS MONTPARNASSE,214.373857404
4435,2016,5.0,ST MALO,PARIS MONTPARNASSE,197.545454545
4436,2016,3.0,STUTTGART,PARIS EST,147.6
4437,2016,3.0,PARIS LYON,LAUSANNE,177.95283018900005
4438,2016,4.0,PARIS LYON,MONTPELLIER,207.758957655
4439,2016,4.0,ANGOULEME,PARIS MONTPARNASSE,155.259036145
4440,2016,4.0,LYON PART DIEU,MARSEILLE ST CHARLES,106.640767824
4441,2016,1.0,PARIS LYON,AIX EN PROVENCE TGV,183.710591133
4442,2016,1.0,LAVAL,PARIS MONTPARNASSE,100.348341232
4443,2016,1.0,PARIS NORD,LILLE,61.73828125
4444,2016,8.0,CHAMBERY CHALLES LES EAUX,PARIS LYON,193.307407407
4445,2017,6.0,BESANCON FRANCHE COMTE TGV,PARIS LYON,132.053763441
4446,2017,6.0,PARIS LYON,NICE VILLE,343.86057692300005
4447,2017,6.0,TOULOUSE MATABIAU,PARIS MONTPARNASSE,338.135135135
4448,2017,7.0,PARIS MONTPARNASSE,BORDEAUX ST JEAN,147.941926346
4449,2017,7.0,PARIS MONTPARNASSE,RENNES,99.9077490775
4450,2017,7.0,LILLE,LYON PART DIEU,196.5
4451,2017,1.0,AIX EN PROVENCE TGV,PARIS LYON,188.116883117
4452,2017,1.0,ARRAS,PARIS NORD,53.306709265200006
4453,2017,1.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,196.101382488
4454,2017,1.0,LILLE,PARIS NORD,65.0386643234
4455,2017,1.0,LYON PART DIEU,MONTPELLIER,111.194690265
4456,2017,1.0,PARIS LYON,MONTPELLIER,207.657342657
4457,2017,1.0,RENNES,PARIS MONTPARNASSE,133.081597222
4458,2017,9.0,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.7014925373
4459,2017,9.0,NICE VILLE,PARIS LYON,341.322115385
4460,2017,9.0,NIMES,PARIS LYON,177.06906906900002
4461,2017,9.0,RENNES,PARIS MONTPARNASSE,99.8427152318
4462,2017,9.0,PARIS MONTPARNASSE,ST PIERRE DES CORPS,60.8463476071
4463,2017,9.0,PARIS MONTPARNASSE,TOULOUSE MATABIAU,257.45882352900003
4464,2017,9.0,LAUSANNE,PARIS LYON,220.879047619
4465,2017,8.0,BORDEAUX ST JEAN,PARIS MONTPARNASSE,142.038510911
4466,2017,2.0,LYON PART DIEU,PARIS LYON,120.067307692
4467,2018,6.0,PARIS EST,NANCY,94.7534722222
4468,2018,6.0,NANCY,PARIS EST,93.2482014388
4469,2018,6.0,NANTES,STRASBOURG,302.714285714
4470,2018,6.0,MARSEILLE ST CHARLES,LILLE,302.67948717900003
4471,2018,6.0,DIJON VILLE,PARIS LYON,97.6641025641
4472,2018,6.0,LYON PART DIEU,PARIS LYON,120.693843594
4473,2018,6.0,MULHOUSE VILLE,PARIS LYON,168.084870849
4474,2018,1.0,PARIS MONTPARNASSE,TOULOUSE MATABIAU,257.453038674
4475,2018,2.0,PARIS EST,METZ,84.77528089890001
4476,2018,2.0,RENNES,PARIS VAUGIRARD,111.0
4477,2018,2.0,BELLEGARDE (AIN),PARIS LYON,162.57081545100002
4478,2018,2.0,PARIS LYON,CHAMBERY CHALLES LES EAUX,193.323129252
4479,2018,2.0,PARIS LYON,GRENOBLE,180.788617886
4480,2018,2.0,PARIS LYON,MONTPELLIER,209.268656716
4481,2018,2.0,TOULON,PARIS LYON,241.428571429
4482,2018,4.0,PARIS VAUGIRARD,NANTES,139.6
4483,2018,4.0,MONTPELLIER,LYON PART DIEU,112.889534884
4484,2018,4.0,MULHOUSE VILLE,PARIS LYON,173.78899082599995
4485,2018,4.0,RENNES,PARIS MONTPARNASSE,98.6643356643
4486,2018,4.0,PARIS MONTPARNASSE,RENNES,97.555
4487,2018,4.0,PARIS MONTPARNASSE,LE MANS,54.5374592834
4488,2018,4.0,QUIMPER,PARIS MONTPARNASSE,223.233128834
4489,2018,4.0,PARIS LYON,MULHOUSE VILLE,173.821782178
4490,2018,1.0,RENNES,PARIS VAUGIRARD,111.0
4491,2018,1.0,CHAMBERY CHALLES LES EAUX,PARIS LYON,184.400722022
4492,2018,1.0,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.0625
4493,2018,1.0,PARIS LYON,ZURICH,241.648111111
4494,2018,1.0,PARIS EST,STUTTGART,186.675165563
4495,2018,1.0,PARIS LYON,BARCELONA,387.0
4496,2018,2.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.4970414201
4497,2018,2.0,ANGOULEME,PARIS MONTPARNASSE,125.943965517
4498,2018,5.0,PARIS NORD,DOUAI,66.9791666667
4499,2018,5.0,MARSEILLE ST CHARLES,TOURCOING,299.0
4500,2018,5.0,BELLEGARDE (AIN),PARIS LYON,163.438596491
4501,2018,5.0,PARIS LYON,NICE VILLE,351.485875706
4502,2015,5.0,PARIS EST,REIMS,47.1826923077
4503,2015,7.0,AIX EN PROVENCE TGV,PARIS LYON,183.433551198
4504,2015,7.0,MONTPELLIER,PARIS LYON,205.495856354
4505,2015,7.0,NIMES,PARIS LYON,177.15055248599998
4506,2015,7.0,PARIS MONTPARNASSE,LA ROCHELLE VILLE,196.882608696
4507,2015,7.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,192.442982456
4508,2015,7.0,MARSEILLE ST CHARLES,LYON PART DIEU,101.294627383
4509,2015,7.0,PARIS EST,STUTTGART,146.129464286
4510,2015,6.0,PARIS LYON,NIMES,177.179300292
4511,2015,6.0,PARIS LYON,PERPIGNAN,302.542207792
4512,2015,6.0,PERPIGNAN,PARIS LYON,303.09420289900004
4513,2015,6.0,LILLE,PARIS NORD,67.704974271
4514,2015,6.0,LYON PART DIEU,MARSEILLE ST CHARLES,102.124794745
4515,2015,5.0,PARIS LYON,LYON PART DIEU,120.508417508
4516,2015,5.0,MACON LOCHE,PARIS LYON,99.3064516129
4517,2015,5.0,RENNES,PARIS MONTPARNASSE,137.031971581
4518,2015,5.0,MONTPELLIER,LYON PART DIEU,109.784848485
4519,2015,1.0,RENNES,PARIS MONTPARNASSE,136.52190476200002
4520,2015,1.0,GRENOBLE,PARIS LYON,182.544843049
4521,2015,1.0,QUIMPER,PARIS MONTPARNASSE,288.193717277
4522,2015,1.0,LILLE,LYON PART DIEU,191.139285714
4523,2019,2.0,LAVAL,PARIS MONTPARNASSE,86.6981132075
4524,2019,2.0,PARIS LYON,TOULON,246.350574713
4525,2019,2.0,ITALIE,PARIS LYON,436.189411765
4526,2019,3.0,LYON PART DIEU,RENNES,237.673913043
4527,2019,3.0,NIMES,PARIS LYON,176.76699029099998
4528,2019,3.0,PARIS LYON,AVIGNON TGV,161.180365297
4529,2019,3.0,PARIS LYON,CHAMBERY CHALLES LES EAUX,188.249134948
4530,2019,3.0,PARIS LYON,ANNECY,223.625
4531,2019,3.0,BELLEGARDE (AIN),PARIS LYON,162.76953125
4532,2018,7.0,PARIS MONTPARNASSE,QUIMPER,227.720930233
4533,2018,7.0,BREST,PARIS MONTPARNASSE,231.657258065
4534,2018,7.0,DOUAI,PARIS NORD,77.725
4535,2018,7.0,STRASBOURG,PARIS EST,112.402390438
4536,2018,7.0,PARIS VAUGIRARD,RENNES,125.0
4537,2018,7.0,MULHOUSE VILLE,PARIS LYON,168.817275748
4538,2018,7.0,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.5
4539,2018,7.0,STUTTGART,PARIS EST,121.003265766
4540,2018,8.0,STRASBOURG,PARIS EST,112.10515873
4541,2018,8.0,LA ROCHELLE VILLE,PARIS MONTPARNASSE,174.49122807
4542,2018,8.0,PARIS LYON,BESANCON FRANCHE COMTE TGV,129.214689266
4543,2018,8.0,MARSEILLE ST CHARLES,LYON PART DIEU,110.84962406
4544,2018,8.0,PARIS EST,STUTTGART,117.898275862
4545,2018,8.0,PARIS LYON,GENEVE,176.61868365200002
4546,2018,1.0,PARIS MONTPARNASSE,RENNES,97.9439728353
4547,2018,1.0,AIX EN PROVENCE TGV,PARIS LYON,188.65920398
4548,2018,1.0,DIJON VILLE,PARIS LYON,98.5878378378
4549,2018,1.0,STRASBOURG,NANTES,286.923076923
4550,2018,1.0,PARIS VAUGIRARD,RENNES,122.0
4551,2018,1.0,MARNE LA VALLEE,MARSEILLE ST CHARLES,217.652996845
4552,2018,6.0,REIMS,PARIS EST,46.1052631579
4553,2018,6.0,MACON LOCHE,PARIS LYON,99.9452736318
4554,2018,6.0,PARIS LYON,NICE VILLE,350.222222222
4555,2018,6.0,VALENCE ALIXAN TGV,PARIS LYON,132.552816901
4556,2018,6.0,FRANCFORT,PARIS EST,111.562312312
4557,2018,3.0,PARIS NORD,ARRAS,55.15635179149999
4558,2018,3.0,ANNECY,PARIS LYON,224.367346939
4559,2018,3.0,NICE VILLE,PARIS LYON,346.296296296
4560,2018,3.0,MONTPELLIER,LYON PART DIEU,112.455882353
4561,2018,3.0,FRANCFORT,PARIS EST,168.95952381
4562,2018,4.0,PARIS MONTPARNASSE,LA ROCHELLE VILLE,166.26845637600002
4563,2018,4.0,TOULOUSE MATABIAU,PARIS MONTPARNASSE,259.398148148
4564,2018,4.0,NANTES,STRASBOURG,301.461538462
4565,2018,4.0,PARIS LYON,BELLEGARDE (AIN),160.707692308
4566,2018,4.0,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,77.9889502762
4567,2018,5.0,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.678343949
4568,2018,5.0,PARIS MONTPARNASSE,BREST,224.196428571
4569,2018,5.0,BREST,PARIS MONTPARNASSE,226.777173913
4570,2018,5.0,PARIS MONTPARNASSE,VANNES,153.651162791
4571,2018,5.0,AIX EN PROVENCE TGV,PARIS LYON,188.625714286
4572,2018,5.0,NICE VILLE,PARIS LYON,346.157608696
4573,2018,2.0,PARIS EST,REIMS,45.95918367350001
4574,2018,2.0,PARIS NORD,DOUAI,74.18279569890001
4575,2015,1.0,ANNECY,PARIS LYON,224.083769634
4576,2015,1.0,PARIS LYON,GENEVE,171.014792899
4577,2015,1.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,96.0504926108
4578,2015,1.0,LAVAL,PARIS MONTPARNASSE,104.109589041
4579,2015,6.0,PARIS LYON,MACON LOCHE,95.4048780488
4580,2015,5.0,LAUSANNE,PARIS LYON,180.785714286
4581,2015,2.0,NANCY,PARIS EST,95.5823754789
4582,2015,2.0,PARIS LYON,AIX EN PROVENCE TGV,181.36125
4583,2015,2.0,PARIS LYON,MACON LOCHE,95.4517766497
4584,2015,2.0,ANGOULEME,PARIS MONTPARNASSE,155.796238245
4585,2015,2.0,VANNES,PARIS MONTPARNASSE,214.23902439
4586,2017,12.0,ANNECY,PARIS LYON,224.170103093
4587,2017,12.0,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.48275862100002
4588,2017,12.0,PARIS MONTPARNASSE,LAVAL,83.6492890995
4589,2017,12.0,PARIS MONTPARNASSE,LE MANS,54.5611510791
4590,2017,12.0,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61.030848329
4591,2017,12.0,PARIS NORD,LILLE,62.1672597865
4592,2015,3.0,PARIS MONTPARNASSE,LAVAL,96.993697479
4593,2015,3.0,VANNES,PARIS MONTPARNASSE,215.675925926
4594,2015,3.0,DUNKERQUE,PARIS NORD,126.203773585
4595,2015,4.0,NANCY,PARIS EST,95.8701067616
4596,2015,4.0,MONTPELLIER,PARIS LYON,205.229651163
4597,2015,4.0,QUIMPER,PARIS MONTPARNASSE,282.194570136
4598,2015,4.0,ARRAS,PARIS NORD,56.6163141994
4599,2015,4.0,LYON PART DIEU,LILLE,189.897435897
4600,2015,10.0,STRASBOURG,PARIS EST,144.158150852
4601,2015,10.0,PARIS MONTPARNASSE,LA ROCHELLE VILLE,191.58928571400003
4602,2015,10.0,POITIERS,PARIS MONTPARNASSE,104.369215292
4603,2015,10.0,DUNKERQUE,PARIS NORD,120.574144487
4604,2015,10.0,NANTES,STRASBOURG,325.08888888900003
4605,2015,10.0,GENEVE,PARIS LYON,173.0625
4606,2016,2.0,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.084541063
4607,2016,2.0,PARIS LYON,TOULON,235.166666667
4608,2016,2.0,ST PIERRE DES CORPS,PARIS MONTPARNASSE,63.0339805825
4609,2016,2.0,LYON PART DIEU,MARSEILLE ST CHARLES,105.709281961
4610,2016,2.0,PARIS LYON,GENEVE,173.988938053
4611,2015,9.0,VALENCE ALIXAN TGV,PARIS LYON,133.339622642
4612,2015,9.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.4364896074
4613,2015,9.0,ANGERS SAINT LAUD,PARIS MONTPARNASSE,96.9409190372
4614,2015,9.0,ANGOULEME,PARIS MONTPARNASSE,153.779710145
4615,2015,9.0,PARIS MONTPARNASSE,LAVAL,96.6540178571
4616,2015,9.0,TOURS,PARIS MONTPARNASSE,75.1407035176
4617,2015,9.0,PARIS EST,STUTTGART,146.125
4618,2015,11.0,VALENCE ALIXAN TGV,PARIS LYON,134.28030303
4619,2015,11.0,PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.1810747664
4620,2015,11.0,LE MANS,PARIS MONTPARNASSE,56.7604856512
4621,2015,11.0,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62.9575471698
4622,2015,11.0,STRASBOURG,NANTES,317.26190476200003
4623,2015,11.0,PARIS EST,STUTTGART,146.10775862100002
4624,2015,11.0,PARIS LYON,LAUSANNE,178.33333333299998
4625,2016,1.0,PARIS EST,REIMS,47.1941176471
4626,2016,1.0,ANNECY,PARIS LYON,224.527932961
4627,2016,1.0,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.09223301
4628,2016,1.0,PARIS LYON,TOULON,232.267942584
4629,2016,1.0,VALENCE ALIXAN TGV,PARIS LYON,131.891111111
4630,2016,1.0,PARIS MONTPARNASSE,QUIMPER,268.21978022
4631,2016,1.0,MONTPELLIER,LYON PART DIEU,113.171666667
4632,2015,12.0,PARIS MONTPARNASSE,LA ROCHELLE VILLE,192.352803738
